s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.550E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.574E+02, 0.000E+00
 1.560E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.574E+02, 0.000E+00
 1.570E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.575E+02, 0.000E+00
 1.580E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.575E+02, 0.000E+00
 1.590E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.576E+02, 0.000E+00
 1.600E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.576E+02, 0.000E+00
 1.610E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.577E+02, 0.000E+00
 1.620E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.577E+02, 0.000E+00
 1.630E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.577E+02, 0.000E+00
 1.640E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.578E+02, 0.000E+00
 1.650E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.578E+02, 0.000E+00
 1.660E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.578E+02, 0.000E+00
 1.670E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.579E+02, 0.000E+00
 1.680E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.579E+02, 0.000E+00
 1.690E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.579E+02, 0.000E+00
 1.700E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.580E+02, 0.000E+00
 1.710E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.580E+02, 0.000E+00
 1.720E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.580E+02, 0.000E+00
 1.730E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.581E+02, 0.000E+00
 1.740E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.581E+02, 0.000E+00
 1.750E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.581E+02, 0.000E+00
 1.760E+03, 7.576E+02, 0.000E+00, 6.491E+02, 0.000E+00, 7.580E+02, 0.000E+00, 8.173E+02, 0.000E+00, 7.581E+02, 0.000E+00
