s,[K],[W/g]
 4.6500000E+002, 7.6468293E+002, 1.4831035E-006
 4.6600000E+002, 7.6568795E+002, 6.2730156E-007
 4.6700000E+002, 7.6668555E+002, 2.5708222E-007
 4.6800000E+002, 7.6767909E+002, 1.0187012E-007
 4.6900000E+002, 7.6868624E+002, 3.9022770E-008
 4.7000000E+002, 7.6968122E+002, 1.4416533E-008
 4.7100000E+002, 7.7069067E+002, 5.1366194E-009
 4.7200000E+002, 7.7168282E+002, 1.7613173E-009
 4.7300000E+002, 7.7268782E+002, 5.8064441E-010
 4.7400000E+002, 7.7368548E+002, 1.8387578E-010
 4.7500000E+002, 7.7467897E+002, 5.5797742E-011
 4.7600000E+002, 7.7568616E+002, 1.6217079E-011
 4.7700000E+002, 7.7668116E+002, 4.5019988E-012
 4.7800000E+002, 7.7769071E+002, 1.1934295E-012
 4.7900000E+002, 7.7868280E+002, 3.0131970E-013
 4.8000000E+002, 7.7968781E+002, 7.2365032E-014
 4.8100000E+002, 7.8068549E+002, 1.6510223E-014
 4.8200000E+002, 7.8167897E+002, 3.5679954E-015
 4.8300000E+002, 7.8268616E+002, 7.2972975E-016
 4.8400000E+002, 7.8368116E+002, 2.6667564E-017
 4.8500000E+002, 7.8469071E+002, 0.0000000E+000
 4.8600000E+002, 7.8568280E+002, 0.0000000E+000
 4.8700000E+002, 7.8668781E+002, 0.0000000E+000
 4.8800000E+002, 7.8768549E+002, 0.0000000E+000
 4.8900000E+002, 7.8867897E+002, 0.0000000E+000
 4.9000000E+002, 7.8968616E+002, 0.0000000E+000
 4.9100000E+002, 7.9068116E+002, 0.0000000E+000
 4.9200000E+002, 7.9169071E+002, 0.0000000E+000
 4.9300000E+002, 7.9268280E+002, 0.0000000E+000
 4.9400000E+002, 7.9368781E+002, 0.0000000E+000
 4.9500000E+002, 7.9468549E+002, 0.0000000E+000
 4.9600000E+002, 7.9567897E+002, 0.0000000E+000
 4.9700000E+002, 7.9668616E+002, 0.0000000E+000
 4.9800000E+002, 7.9768116E+002, 0.0000000E+000
 4.9900000E+002, 7.9869071E+002, 0.0000000E+000
 5.0000000E+002, 7.9968280E+002, 0.0000000E+000
 5.0100000E+002, 8.0068781E+002, 0.0000000E+000
 5.0200000E+002, 8.0168549E+002, 0.0000000E+000
 5.0300000E+002, 8.0267897E+002, 0.0000000E+000
 5.0400000E+002, 8.0368616E+002, 0.0000000E+000
 5.0500000E+002, 8.0468116E+002, 0.0000000E+000
 5.0600000E+002, 8.0569071E+002, 0.0000000E+000
 5.0700000E+002, 8.0668280E+002, 0.0000000E+000
 5.0800000E+002, 8.0768781E+002, 0.0000000E+000
 5.0900000E+002, 8.0868549E+002, 0.0000000E+000
 5.1000000E+002, 8.0967897E+002, 0.0000000E+000
 5.1100000E+002, 8.1068616E+002, 0.0000000E+000
 5.1200000E+002, 8.1168116E+002, 0.0000000E+000
 5.1300000E+002, 8.1269071E+002, 0.0000000E+000
 5.1400000E+002, 8.1368280E+002, 0.0000000E+000
 5.1500000E+002, 8.1468781E+002, 0.0000000E+000
 5.1600000E+002, 8.1568549E+002, 0.0000000E+000
 5.1700000E+002, 8.1667897E+002, 0.0000000E+000
 5.1800000E+002, 8.1768616E+002, 0.0000000E+000
 5.1900000E+002, 8.1868116E+002, 0.0000000E+000
 5.2000000E+002, 8.1969071E+002, 0.0000000E+000
 5.2100000E+002, 8.2068280E+002, 0.0000000E+000
 5.2200000E+002, 8.2168781E+002, 0.0000000E+000
 5.2300000E+002, 8.2268549E+002, 0.0000000E+000
 5.2400000E+002, 8.2367897E+002, 0.0000000E+000
 5.2500000E+002, 8.2468616E+002, 0.0000000E+000
 5.2600000E+002, 8.2568116E+002, 0.0000000E+000
 5.2700000E+002, 8.2669071E+002, 0.0000000E+000
 5.2800000E+002, 8.2768280E+002, 0.0000000E+000
 5.2900000E+002, 8.2868781E+002, 0.0000000E+000
 5.3000000E+002, 8.2968549E+002, 0.0000000E+000
 5.3100000E+002, 8.3067897E+002, 0.0000000E+000
 5.3200000E+002, 8.3168616E+002, 0.0000000E+000
 5.3300000E+002, 8.3268116E+002, 0.0000000E+000
 5.3400000E+002, 8.3369071E+002, 0.0000000E+000
 5.3500000E+002, 8.3468280E+002, 0.0000000E+000
 5.3600000E+002, 8.3568781E+002, 0.0000000E+000
 5.3700000E+002, 8.3668549E+002, 0.0000000E+000
 5.3800000E+002, 8.3767897E+002, 0.0000000E+000
 5.3900000E+002, 8.3868616E+002, 0.0000000E+000
 5.4000000E+002, 8.3968116E+002, 0.0000000E+000
 5.4100000E+002, 8.4069071E+002, 0.0000000E+000
 5.4200000E+002, 8.4168280E+002, 0.0000000E+000
 5.4300000E+002, 8.4268781E+002, 0.0000000E+000
 5.4400000E+002, 8.4368549E+002, 0.0000000E+000
 5.4500000E+002, 8.4467897E+002, 0.0000000E+000
 5.4600000E+002, 8.4568616E+002, 0.0000000E+000
 5.4700000E+002, 8.4668116E+002, 0.0000000E+000
 5.4800000E+002, 8.4769071E+002, 0.0000000E+000
 5.4900000E+002, 8.4868280E+002, 0.0000000E+000
 5.5000000E+002, 8.4968781E+002, 0.0000000E+000
 5.5100000E+002, 8.5068549E+002, 0.0000000E+000
 5.5200000E+002, 8.5167897E+002, 0.0000000E+000
 5.5300000E+002, 8.5268616E+002, 0.0000000E+000
 5.5400000E+002, 8.5368116E+002, 0.0000000E+000
 5.5500000E+002, 8.5469071E+002, 0.0000000E+000
 5.5600000E+002, 8.5568280E+002, 0.0000000E+000
 5.5700000E+002, 8.5668781E+002, 0.0000000E+000
 5.5800000E+002, 8.5768549E+002, 0.0000000E+000
 5.5900000E+002, 8.5867897E+002, 0.0000000E+000
 5.6000000E+002, 8.5968616E+002, 0.0000000E+000
 5.6100000E+002, 8.6068116E+002, 0.0000000E+000
 5.6200000E+002, 8.6169071E+002, 0.0000000E+000
 5.6300000E+002, 8.6268280E+002, 0.0000000E+000
 5.6400000E+002, 8.6368781E+002, 0.0000000E+000
 5.6500000E+002, 8.6468549E+002, 0.0000000E+000
 5.6600000E+002, 8.6567897E+002, 0.0000000E+000
 5.6700000E+002, 8.6668616E+002, 0.0000000E+000
 5.6800000E+002, 8.6768116E+002, 0.0000000E+000
 5.6900000E+002, 8.6869071E+002, 0.0000000E+000
 5.7000000E+002, 8.6968280E+002, 0.0000000E+000
 5.7100000E+002, 8.7068781E+002, 0.0000000E+000
 5.7200000E+002, 8.7168549E+002, 0.0000000E+000
 5.7300000E+002, 8.7267897E+002, 0.0000000E+000
 5.7400000E+002, 8.7368616E+002, 0.0000000E+000
 5.7500000E+002, 8.7468116E+002, 0.0000000E+000
 5.7600000E+002, 8.7569071E+002, 0.0000000E+000
 5.7700000E+002, 8.7668280E+002, 0.0000000E+000
 5.7800000E+002, 8.7768781E+002, 0.0000000E+000
 5.7900000E+002, 8.7868549E+002, 0.0000000E+000
 5.8000000E+002, 8.7967897E+002, 0.0000000E+000
 5.8100000E+002, 8.8068616E+002, 0.0000000E+000
 5.8200000E+002, 8.8168116E+002, 0.0000000E+000
 5.8300000E+002, 8.8269071E+002, 0.0000000E+000
 5.8400000E+002, 8.8368280E+002, 0.0000000E+000
 5.8500000E+002, 8.8468781E+002, 0.0000000E+000
 5.8600000E+002, 8.8568549E+002, 0.0000000E+000
 5.8700000E+002, 8.8667897E+002, 0.0000000E+000
 5.8800000E+002, 8.8768616E+002, 0.0000000E+000
 5.8900000E+002, 8.8868116E+002, 0.0000000E+000
 5.9000000E+002, 8.8969071E+002, 0.0000000E+000
 5.9100000E+002, 8.9068280E+002, 0.0000000E+000
 5.9200000E+002, 8.9168781E+002, 0.0000000E+000
 5.9300000E+002, 8.9268549E+002, 0.0000000E+000
 5.9400000E+002, 8.9367897E+002, 0.0000000E+000
 5.9500000E+002, 8.9468616E+002, 0.0000000E+000
 5.9600000E+002, 8.9568116E+002, 0.0000000E+000
 5.9700000E+002, 8.9669071E+002, 0.0000000E+000
 5.9800000E+002, 8.9768280E+002, 0.0000000E+000
 5.9900000E+002, 8.9868781E+002, 0.0000000E+000
 6.0000000E+002, 8.9968549E+002, 0.0000000E+000
 6.0100000E+002, 9.0067897E+002, 0.0000000E+000
 6.0200000E+002, 9.0168616E+002, 0.0000000E+000
 6.0300000E+002, 9.0268116E+002, 0.0000000E+000
 6.0400000E+002, 9.0369071E+002, 0.0000000E+000
 6.0500000E+002, 9.0468280E+002, 0.0000000E+000
 6.0600000E+002, 9.0568781E+002, 0.0000000E+000
 6.0700000E+002, 9.0668549E+002, 0.0000000E+000
 6.0800000E+002, 9.0767897E+002, 0.0000000E+000
 6.0900000E+002, 9.0868616E+002, 0.0000000E+000
 6.1000000E+002, 9.0968116E+002, 0.0000000E+000
 6.1100000E+002, 9.1069071E+002, 0.0000000E+000
 6.1200000E+002, 9.1168280E+002, 0.0000000E+000
 6.1300000E+002, 9.1268781E+002, 0.0000000E+000
 6.1400000E+002, 9.1368549E+002, 0.0000000E+000
 6.1500000E+002, 9.1467897E+002, 0.0000000E+000
 6.1600000E+002, 9.1568616E+002, 0.0000000E+000
 6.1700000E+002, 9.1668116E+002, 0.0000000E+000
 6.1800000E+002, 9.1769071E+002, 0.0000000E+000
 6.1900000E+002, 9.1868280E+002, 0.0000000E+000
 6.2000000E+002, 9.1968781E+002, 0.0000000E+000
 6.2100000E+002, 9.2068549E+002, 0.0000000E+000
 6.2200000E+002, 9.2167897E+002, 0.0000000E+000
 6.2300000E+002, 9.2268616E+002, 0.0000000E+000
 6.2400000E+002, 9.2368116E+002, 0.0000000E+000
 6.2500000E+002, 9.2469071E+002, 0.0000000E+000
 6.2600000E+002, 9.2568280E+002, 0.0000000E+000
 6.2700000E+002, 9.2668781E+002, 0.0000000E+000
 6.2800000E+002, 9.2768549E+002, 0.0000000E+000
 6.2900000E+002, 9.2867897E+002, 0.0000000E+000
 6.3000000E+002, 9.2968616E+002, 0.0000000E+000
 6.3100000E+002, 9.3068116E+002, 0.0000000E+000
 6.3200000E+002, 9.3169071E+002, 0.0000000E+000
 6.3300000E+002, 9.3268280E+002, 0.0000000E+000
 6.3400000E+002, 9.3368781E+002, 0.0000000E+000
 6.3500000E+002, 9.3468549E+002, 0.0000000E+000
 6.3600000E+002, 9.3567897E+002, 0.0000000E+000
 6.3700000E+002, 9.3668616E+002, 0.0000000E+000
 6.3800000E+002, 9.3768116E+002, 0.0000000E+000
 6.3900000E+002, 9.3869071E+002, 0.0000000E+000
 6.4000000E+002, 9.3968280E+002, 0.0000000E+000
 6.4100000E+002, 9.4068781E+002, 0.0000000E+000
 6.4200000E+002, 9.4168549E+002, 0.0000000E+000
 6.4300000E+002, 9.4267897E+002, 0.0000000E+000
 6.4400000E+002, 9.4368616E+002, 0.0000000E+000
 6.4500000E+002, 9.4468116E+002, 0.0000000E+000
 6.4600000E+002, 9.4569071E+002, 0.0000000E+000
 6.4700000E+002, 9.4668280E+002, 0.0000000E+000
 6.4800000E+002, 9.4768781E+002, 0.0000000E+000
 6.4900000E+002, 9.4868549E+002, 0.0000000E+000
 6.5000000E+002, 9.4967897E+002, 0.0000000E+000
 6.5100000E+002, 9.5068616E+002, 0.0000000E+000
 6.5200000E+002, 9.5168116E+002, 0.0000000E+000
 6.5300000E+002, 9.5269071E+002, 0.0000000E+000
 6.5400000E+002, 9.5368280E+002, 0.0000000E+000
 6.5500000E+002, 9.5468781E+002, 0.0000000E+000
 6.5600000E+002, 9.5568549E+002, 0.0000000E+000
 6.5700000E+002, 9.5667897E+002, 0.0000000E+000
 6.5800000E+002, 9.5768616E+002, 0.0000000E+000
 6.5900000E+002, 9.5868116E+002, 0.0000000E+000
 6.6000000E+002, 9.5969071E+002, 0.0000000E+000
 6.6100000E+002, 9.6068280E+002, 0.0000000E+000
 6.6200000E+002, 9.6168781E+002, 0.0000000E+000
 6.6300000E+002, 9.6268549E+002, 0.0000000E+000
 6.6400000E+002, 9.6367897E+002, 0.0000000E+000
 6.6500000E+002, 9.6468616E+002, 0.0000000E+000
 6.6600000E+002, 9.6568116E+002, 0.0000000E+000
 6.6700000E+002, 9.6669071E+002, 0.0000000E+000
 6.6800000E+002, 9.6768280E+002, 0.0000000E+000
 6.6900000E+002, 9.6868781E+002, 0.0000000E+000
 6.7000000E+002, 9.6968549E+002, 0.0000000E+000
 6.7100000E+002, 9.7067897E+002, 0.0000000E+000
 6.7200000E+002, 9.7168616E+002, 0.0000000E+000
 6.7300000E+002, 9.7268116E+002, 0.0000000E+000
 6.7400000E+002, 9.7369071E+002, 0.0000000E+000
 6.7500000E+002, 9.7468280E+002, 0.0000000E+000
 6.7600000E+002, 9.7568781E+002, 0.0000000E+000
 6.7700000E+002, 9.7668549E+002, 0.0000000E+000
 6.7800000E+002, 9.7767897E+002, 0.0000000E+000
 6.7900000E+002, 9.7868616E+002, 0.0000000E+000
 6.8000000E+002, 9.7968116E+002, 0.0000000E+000
 6.8100000E+002, 9.8069071E+002, 0.0000000E+000
 6.8200000E+002, 9.8168280E+002, 0.0000000E+000
 6.8300000E+002, 9.8268781E+002, 0.0000000E+000
 6.8400000E+002, 9.8368549E+002, 0.0000000E+000
 6.8500000E+002, 9.8467897E+002, 0.0000000E+000
 6.8600000E+002, 9.8568616E+002, 0.0000000E+000
 6.8700000E+002, 9.8668116E+002, 0.0000000E+000
 6.8800000E+002, 9.8769071E+002, 0.0000000E+000
 6.8900000E+002, 9.8868280E+002, 0.0000000E+000
 6.9000000E+002, 9.8968781E+002, 0.0000000E+000
 6.9100000E+002, 9.9068549E+002, 0.0000000E+000
 6.9200000E+002, 9.9167897E+002, 0.0000000E+000
 6.9300000E+002, 9.9268616E+002, 0.0000000E+000
 6.9400000E+002, 9.9368116E+002, 0.0000000E+000
 6.9500000E+002, 9.9469071E+002, 0.0000000E+000
 6.9600000E+002, 9.9568280E+002, 0.0000000E+000
 6.9700000E+002, 9.9668781E+002, 0.0000000E+000
 6.9800000E+002, 9.9768549E+002, 0.0000000E+000
 6.9900000E+002, 9.9867897E+002, 0.0000000E+000
 7.0000000E+002, 9.9968616E+002, 0.0000000E+000
